cluster,scene,image,split
collapsed_building_c0374,collapsed_building_image0290,collapsed_building_image0290_1.png,train
collapsed_building_c0374,collapsed_building_image0290,collapsed_building_image0290_2.png,train
collapsed_building_c0374,collapsed_building_image0290,collapsed_building_image0290_3.png,train
collapsed_building_c0374,collapsed_building_image0290,collapsed_building_image0290_4.png,train
collapsed_building_c0442,collapsed_building_image0291,collapsed_building_image0291_0.png,test
collapsed_building_c0442,collapsed_building_image0291,collapsed_building_image0291_1.png,test
collapsed_building_c0442,collapsed_building_image0291,collapsed_building_image0291_2.png,test
collapsed_building_c0442,collapsed_building_image0291,collapsed_building_image0291_3.png,test
collapsed_building_c0442,collapsed_building_image0291,collapsed_building_image0291_4.png,test
collapsed_building_c0029,collapsed_building_image0292,collapsed_building_image0292_0.png,train
collapsed_building_c0029,collapsed_building_image0292,collapsed_building_image0292_1.png,train
collapsed_building_c0029,collapsed_building_image0292,collapsed_building_image0292_2.png,train
collapsed_building_c0029,collapsed_building_image0292,collapsed_building_image0292_3.png,train
collapsed_building_c0029,collapsed_building_image0292,collapsed_building_image0292_4.png,train
collapsed_building_c0007,collapsed_building_image0293,collapsed_building_image0293_0.png,train
collapsed_building_c0007,collapsed_building_image0293,collapsed_building_image0293_1.png,train
collapsed_building_c0007,collapsed_building_image0293,collapsed_building_image0293_2.png,train
collapsed_building_c0007,collapsed_building_image0293,collapsed_building_image0293_3.png,train
collapsed_building_c0007,collapsed_building_image0293,collapsed_building_image0293_4.png,train
collapsed_building_c0005,collapsed_building_image0294,collapsed_building_image0294_0.png,train
collapsed_building_c0005,collapsed_building_image0294,collapsed_building_image0294_1.png,train
collapsed_building_c0005,collapsed_building_image0294,collapsed_building_image0294_2.png,train
collapsed_building_c0005,collapsed_building_image0294,collapsed_building_image0294_3.png,train
collapsed_building_c0005,collapsed_building_image0294,collapsed_building_image0294_4.png,train
collapsed_building_c0017,collapsed_building_image0295,collapsed_building_image0295_0.png,train
collapsed_building_c0017,collapsed_building_image0295,collapsed_building_image0295_1.png,train
collapsed_building_c0017,collapsed_building_image0295,collapsed_building_image0295_2.png,train
collapsed_building_c0017,collapsed_building_image0295,collapsed_building_image0295_3.png,train
collapsed_building_c0017,collapsed_building_image0295,collapsed_building_image0295_4.png,train
collapsed_building_c0165,collapsed_building_image0296,collapsed_building_image0296_0.png,train
collapsed_building_c0165,collapsed_building_image0296,collapsed_building_image0296_1.png,train
collapsed_building_c0165,collapsed_building_image0296,collapsed_building_image0296_2.png,train
collapsed_building_c0165,collapsed_building_image0296,collapsed_building_image0296_3.png,train
collapsed_building_c0165,collapsed_building_image0296,collapsed_building_image0296_4.png,train
collapsed_building_c0043,collapsed_building_image0297,collapsed_building_image0297_0.png,train
collapsed_building_c0043,collapsed_building_image0297,collapsed_building_image0297_1.png,train
collapsed_building_c0043,collapsed_building_image0297,collapsed_building_image0297_2.png,train
collapsed_building_c0043,collapsed_building_image0297,collapsed_building_image0297_3.png,train
collapsed_building_c0043,collapsed_building_image0297,collapsed_building_image0297_4.png,train
collapsed_building_c0218,collapsed_building_image0298,collapsed_building_image0298_0.png,train
collapsed_building_c0218,collapsed_building_image0298,collapsed_building_image0298_1.png,train
collapsed_building_c0218,collapsed_building_image0298,collapsed_building_image0298_2.png,train
collapsed_building_c0218,collapsed_building_image0298,collapsed_building_image0298_3.png,train
collapsed_building_c0218,collapsed_building_image0298,collapsed_building_image0298_4.png,train
collapsed_building_c0235,collapsed_building_image0299,collapsed_building_image0299_0.png,test
collapsed_building_c0235,collapsed_building_image0299,collapsed_building_image0299_1.png,test
collapsed_building_c0235,collapsed_building_image0299,collapsed_building_image0299_2.png,test
collapsed_building_c0235,collapsed_building_image0299,collapsed_building_image0299_3.png,test
collapsed_building_c0235,collapsed_building_image0299,collapsed_building_image0299_4.png,test
collapsed_building_c0131,collapsed_building_image0300,collapsed_building_image0300_0.png,train
collapsed_building_c0131,collapsed_building_image0300,collapsed_building_image0300_1.png,train
collapsed_building_c0131,collapsed_building_image0300,collapsed_building_image0300_2.png,train
collapsed_building_c0131,collapsed_building_image0300,collapsed_building_image0300_3.png,train
collapsed_building_c0131,collapsed_building_image0300,collapsed_building_image0300_4.png,train
collapsed_building_c0508,collapsed_building_image0301,collapsed_building_image0301_0.png,test
collapsed_building_c0508,collapsed_building_image0301,collapsed_building_image0301_1.png,test
collapsed_building_c0508,collapsed_building_image0301,collapsed_building_image0301_2.png,test
collapsed_building_c0508,collapsed_building_image0301,collapsed_building_image0301_3.png,test
collapsed_building_c0508,collapsed_building_image0301,collapsed_building_image0301_4.png,test
collapsed_building_c0307,collapsed_building_image0302,collapsed_building_image0302_0.png,test
collapsed_building_c0307,collapsed_building_image0302,collapsed_building_image0302_1.png,test
collapsed_building_c0307,collapsed_building_image0302,collapsed_building_image0302_2.png,test
collapsed_building_c0307,collapsed_building_image0302,collapsed_building_image0302_3.png,test
collapsed_building_c0307,collapsed_building_image0302,collapsed_building_image0302_4.png,test
collapsed_building_c0292,collapsed_building_image0303,collapsed_building_image0303_0.png,test
collapsed_building_c0292,collapsed_building_image0303,collapsed_building_image0303_1.png,test
collapsed_building_c0292,collapsed_building_image0303,collapsed_building_image0303_2.png,test
collapsed_building_c0292,collapsed_building_image0303,collapsed_building_image0303_3.png,test
collapsed_building_c0292,collapsed_building_image0303,collapsed_building_image0303_4.png,test
collapsed_building_c0324,collapsed_building_image0304,collapsed_building_image0304_0.png,val
collapsed_building_c0324,collapsed_building_image0304,collapsed_building_image0304_1.png,val
collapsed_building_c0324,collapsed_building_image0304,collapsed_building_image0304_2.png,val
collapsed_building_c0324,collapsed_building_image0304,collapsed_building_image0304_3.png,val
collapsed_building_c0324,collapsed_building_image0304,collapsed_building_image0304_4.png,val
collapsed_building_c0256,collapsed_building_image0305,collapsed_building_image0305_0.png,test
collapsed_building_c0256,collapsed_building_image0305,collapsed_building_image0305_1.png,test
collapsed_building_c0256,collapsed_building_image0305,collapsed_building_image0305_2.png,test
collapsed_building_c0256,collapsed_building_image0305,collapsed_building_image0305_3.png,test
collapsed_building_c0256,collapsed_building_image0305,collapsed_building_image0305_4.png,test
collapsed_building_c0074,collapsed_building_image0306,collapsed_building_image0306_0.png,train
collapsed_building_c0074,collapsed_building_image0306,collapsed_building_image0306_1.png,train
collapsed_building_c0074,collapsed_building_image0306,collapsed_building_image0306_2.png,train
collapsed_building_c0074,collapsed_building_image0306,collapsed_building_image0306_3.png,train
collapsed_building_c0074,collapsed_building_image0306,collapsed_building_image0306_4.png,train
collapsed_building_c0345,collapsed_building_image0307,collapsed_building_image0307_0.png,val
collapsed_building_c0345,collapsed_building_image0307,collapsed_building_image0307_1.png,val
collapsed_building_c0345,collapsed_building_image0307,collapsed_building_image0307_2.png,val
collapsed_building_c0345,collapsed_building_image0307,collapsed_building_image0307_3.png,val
collapsed_building_c0345,collapsed_building_image0307,collapsed_building_image0307_4.png,val
collapsed_building_c0224,collapsed_building_image0308,collapsed_building_image0308_0.png,train
collapsed_building_c0224,collapsed_building_image0308,collapsed_building_image0308_1.png,train
collapsed_building_c0224,collapsed_building_image0308,collapsed_building_image0308_2.png,train
collapsed_building_c0224,collapsed_building_image0308,collapsed_building_image0308_3.png,train
collapsed_building_c0224,collapsed_building_image0308,collapsed_building_image0308_4.png,train
collapsed_building_c0230,collapsed_building_image0309,collapsed_building_image0309_0.png,train
collapsed_building_c0230,collapsed_building_image0309,collapsed_building_image0309_1.png,train
collapsed_building_c0230,collapsed_building_image0309,collapsed_building_image0309_2.png,train
collapsed_building_c0230,collapsed_building_image0309,collapsed_building_image0309_3.png,train
collapsed_building_c0230,collapsed_building_image0309,collapsed_building_image0309_4.png,train
collapsed_building_c0039,collapsed_building_image0310,collapsed_building_image0310_0.png,train
collapsed_building_c0039,collapsed_building_image0310,collapsed_building_image0310_1.png,train
collapsed_building_c0039,collapsed_building_image0310,collapsed_building_image0310_2.png,train
collapsed_building_c0039,collapsed_building_image0310,collapsed_building_image0310_3.png,train
collapsed_building_c0039,collapsed_building_image0310,collapsed_building_image0310_4.png,train
collapsed_building_c0506,collapsed_building_image0311,collapsed_building_image0311_0.png,train
collapsed_building_c0506,collapsed_building_image0311,collapsed_building_image0311_1.png,train
collapsed_building_c0506,collapsed_building_image0311,collapsed_building_image0311_2.png,train
collapsed_building_c0506,collapsed_building_image0311,collapsed_building_image0311_3.png,train
collapsed_building_c0506,collapsed_building_image0311,collapsed_building_image0311_4.png,train
collapsed_building_c0465,collapsed_building_image0312,collapsed_building_image0312_0.png,val
collapsed_building_c0465,collapsed_building_image0312,collapsed_building_image0312_1.png,val
collapsed_building_c0465,collapsed_building_image0312,collapsed_building_image0312_2.png,val
collapsed_building_c0465,collapsed_building_image0312,collapsed_building_image0312_3.png,val
collapsed_building_c0465,collapsed_building_image0312,collapsed_building_image0312_4.png,val
collapsed_building_c0401,collapsed_building_image0313,collapsed_building_image0313_0.png,train
collapsed_building_c0401,collapsed_building_image0313,collapsed_building_image0313_1.png,train
collapsed_building_c0401,collapsed_building_image0313,collapsed_building_image0313_2.png,train
collapsed_building_c0401,collapsed_building_image0313,collapsed_building_image0313_3.png,train
collapsed_building_c0401,collapsed_building_image0313,collapsed_building_image0313_4.png,train
collapsed_building_c0329,collapsed_building_image0314,collapsed_building_image0314_0.png,train
collapsed_building_c0329,collapsed_building_image0314,collapsed_building_image0314_1.png,train
collapsed_building_c0329,collapsed_building_image0314,collapsed_building_image0314_2.png,train
collapsed_building_c0329,collapsed_building_image0314,collapsed_building_image0314_3.png,train
collapsed_building_c0329,collapsed_building_image0314,collapsed_building_image0314_4.png,train
collapsed_building_c0094,collapsed_building_image0315,collapsed_building_image0315_0.png,train
collapsed_building_c0094,collapsed_building_image0315,collapsed_building_image0315_1.png,train
collapsed_building_c0094,collapsed_building_image0315,collapsed_building_image0315_2.png,train
collapsed_building_c0094,collapsed_building_image0315,collapsed_building_image0315_3.png,train
collapsed_building_c0094,collapsed_building_image0315,collapsed_building_image0315_4.png,train
collapsed_building_c0376,collapsed_building_image0316,collapsed_building_image0316_0.png,test
collapsed_building_c0376,collapsed_building_image0316,collapsed_building_image0316_1.png,test
collapsed_building_c0376,collapsed_building_image0316,collapsed_building_image0316_2.png,test
collapsed_building_c0376,collapsed_building_image0316,collapsed_building_image0316_3.png,test
collapsed_building_c0376,collapsed_building_image0316,collapsed_building_image0316_4.png,test
collapsed_building_c0034,collapsed_building_image0317,collapsed_building_image0317_0.png,train
collapsed_building_c0034,collapsed_building_image0317,collapsed_building_image0317_1.png,train
collapsed_building_c0034,collapsed_building_image0317,collapsed_building_image0317_2.png,train
collapsed_building_c0034,collapsed_building_image0317,collapsed_building_image0317_3.png,train
collapsed_building_c0034,collapsed_building_image0317,collapsed_building_image0317_4.png,train
collapsed_building_c0136,collapsed_building_image0318,collapsed_building_image0318_0.png,train
collapsed_building_c0136,collapsed_building_image0318,collapsed_building_image0318_1.png,train
collapsed_building_c0136,collapsed_building_image0318,collapsed_building_image0318_2.png,train
collapsed_building_c0136,collapsed_building_image0318,collapsed_building_image0318_3.png,train
collapsed_building_c0136,collapsed_building_image0318,collapsed_building_image0318_4.png,train
collapsed_building_c0185,collapsed_building_image0319,collapsed_building_image0319_0.png,train
collapsed_building_c0185,collapsed_building_image0319,collapsed_building_image0319_1.png,train
collapsed_building_c0185,collapsed_building_image0319,collapsed_building_image0319_2.png,train
collapsed_building_c0185,collapsed_building_image0319,collapsed_building_image0319_3.png,train
collapsed_building_c0185,collapsed_building_image0319,collapsed_building_image0319_4.png,train
collapsed_building_c0156,collapsed_building_image0320,collapsed_building_image0320_0.png,train
collapsed_building_c0156,collapsed_building_image0320,collapsed_building_image0320_1.png,train
collapsed_building_c0156,collapsed_building_image0320,collapsed_building_image0320_2.png,train
collapsed_building_c0156,collapsed_building_image0320,collapsed_building_image0320_3.png,train
collapsed_building_c0156,collapsed_building_image0320,collapsed_building_image0320_4.png,train
collapsed_building_c0484,collapsed_building_image0321,collapsed_building_image0321_0.png,test
collapsed_building_c0484,collapsed_building_image0321,collapsed_building_image0321_1.png,test
collapsed_building_c0484,collapsed_building_image0321,collapsed_building_image0321_2.png,test
collapsed_building_c0484,collapsed_building_image0321,collapsed_building_image0321_3.png,test
collapsed_building_c0484,collapsed_building_image0321,collapsed_building_image0321_4.png,test
collapsed_building_c0318,collapsed_building_image0322,collapsed_building_image0322_0.png,val
collapsed_building_c0318,collapsed_building_image0322,collapsed_building_image0322_1.png,val
collapsed_building_c0318,collapsed_building_image0322,collapsed_building_image0322_2.png,val
collapsed_building_c0318,collapsed_building_image0322,collapsed_building_image0322_3.png,val
collapsed_building_c0318,collapsed_building_image0322,collapsed_building_image0322_4.png,val
collapsed_building_c0077,collapsed_building_image0323,collapsed_building_image0323_0.png,train
collapsed_building_c0077,collapsed_building_image0323,collapsed_building_image0323_1.png,train
collapsed_building_c0077,collapsed_building_image0323,collapsed_building_image0323_2.png,train
collapsed_building_c0077,collapsed_building_image0323,collapsed_building_image0323_3.png,train
collapsed_building_c0077,collapsed_building_image0323,collapsed_building_image0323_4.png,train
collapsed_building_c0452,collapsed_building_image0324,collapsed_building_image0324_0.png,train
collapsed_building_c0452,collapsed_building_image0324,collapsed_building_image0324_1.png,train
collapsed_building_c0452,collapsed_building_image0324,collapsed_building_image0324_2.png,train
collapsed_building_c0452,collapsed_building_image0324,collapsed_building_image0324_3.png,train
collapsed_building_c0452,collapsed_building_image0324,collapsed_building_image0324_4.png,train
collapsed_building_c0261,collapsed_building_image0325,collapsed_building_image0325_0.png,val
collapsed_building_c0261,collapsed_building_image0325,collapsed_building_image0325_1.png,val
collapsed_building_c0261,collapsed_building_image0325,collapsed_building_image0325_2.png,val
collapsed_building_c0261,collapsed_building_image0325,collapsed_building_image0325_3.png,val
collapsed_building_c0261,collapsed_building_image0325,collapsed_building_image0325_4.png,val
collapsed_building_c0140,collapsed_building_image0326,collapsed_building_image0326_0.png,train
collapsed_building_c0140,collapsed_building_image0326,collapsed_building_image0326_1.png,train
collapsed_building_c0140,collapsed_building_image0326,collapsed_building_image0326_2.png,train
collapsed_building_c0140,collapsed_building_image0326,collapsed_building_image0326_3.png,train
collapsed_building_c0140,collapsed_building_image0326,collapsed_building_image0326_4.png,train
collapsed_building_c0311,collapsed_building_image0327,collapsed_building_image0327_0.png,train
collapsed_building_c0311,collapsed_building_image0327,collapsed_building_image0327_1.png,train
collapsed_building_c0311,collapsed_building_image0327,collapsed_building_image0327_2.png,train
collapsed_building_c0311,collapsed_building_image0327,collapsed_building_image0327_3.png,train
collapsed_building_c0311,collapsed_building_image0327,collapsed_building_image0327_4.png,train
collapsed_building_c0213,collapsed_building_image0328,collapsed_building_image0328_0.png,val
collapsed_building_c0213,collapsed_building_image0328,collapsed_building_image0328_1.png,val
collapsed_building_c0213,collapsed_building_image0328,collapsed_building_image0328_2.png,val
collapsed_building_c0213,collapsed_building_image0328,collapsed_building_image0328_3.png,val
collapsed_building_c0213,collapsed_building_image0328,collapsed_building_image0328_4.png,val
collapsed_building_c0185,collapsed_building_image0329,collapsed_building_image0329_0.png,train
collapsed_building_c0185,collapsed_building_image0329,collapsed_building_image0329_1.png,train
collapsed_building_c0185,collapsed_building_image0329,collapsed_building_image0329_2.png,train
collapsed_building_c0185,collapsed_building_image0329,collapsed_building_image0329_3.png,train
collapsed_building_c0185,collapsed_building_image0329,collapsed_building_image0329_4.png,train
collapsed_building_c0254,collapsed_building_image0330,collapsed_building_image0330_0.png,train
collapsed_building_c0254,collapsed_building_image0330,collapsed_building_image0330_1.png,train
collapsed_building_c0254,collapsed_building_image0330,collapsed_building_image0330_2.png,train
collapsed_building_c0254,collapsed_building_image0330,collapsed_building_image0330_3.png,train
collapsed_building_c0254,collapsed_building_image0330,collapsed_building_image0330_4.png,train
collapsed_building_c0121,collapsed_building_image0331,collapsed_building_image0331_0.png,train
collapsed_building_c0121,collapsed_building_image0331,collapsed_building_image0331_1.png,train
collapsed_building_c0121,collapsed_building_image0331,collapsed_building_image0331_2.png,train
collapsed_building_c0121,collapsed_building_image0331,collapsed_building_image0331_3.png,train
collapsed_building_c0121,collapsed_building_image0331,collapsed_building_image0331_4.png,train
collapsed_building_c0112,collapsed_building_image0332,collapsed_building_image0332_0.png,train
collapsed_building_c0112,collapsed_building_image0332,collapsed_building_image0332_1.png,train
collapsed_building_c0112,collapsed_building_image0332,collapsed_building_image0332_2.png,train
collapsed_building_c0112,collapsed_building_image0332,collapsed_building_image0332_3.png,train
collapsed_building_c0112,collapsed_building_image0332,collapsed_building_image0332_4.png,train
collapsed_building_c0038,collapsed_building_image0333,collapsed_building_image0333_0.png,train
collapsed_building_c0038,collapsed_building_image0333,collapsed_building_image0333_1.png,train
collapsed_building_c0038,collapsed_building_image0333,collapsed_building_image0333_2.png,train
collapsed_building_c0038,collapsed_building_image0333,collapsed_building_image0333_3.png,train
collapsed_building_c0038,collapsed_building_image0333,collapsed_building_image0333_4.png,train
collapsed_building_c0400,collapsed_building_image0334,collapsed_building_image0334_0.png,test
collapsed_building_c0400,collapsed_building_image0334,collapsed_building_image0334_1.png,test
collapsed_building_c0400,collapsed_building_image0334,collapsed_building_image0334_2.png,test
collapsed_building_c0400,collapsed_building_image0334,collapsed_building_image0334_3.png,test
collapsed_building_c0400,collapsed_building_image0334,collapsed_building_image0334_4.png,test
collapsed_building_c0181,collapsed_building_image0335,collapsed_building_image0335_0.png,train
collapsed_building_c0181,collapsed_building_image0335,collapsed_building_image0335_1.png,train
collapsed_building_c0181,collapsed_building_image0335,collapsed_building_image0335_2.png,train
collapsed_building_c0181,collapsed_building_image0335,collapsed_building_image0335_3.png,train
collapsed_building_c0181,collapsed_building_image0335,collapsed_building_image0335_4.png,train
collapsed_building_c0448,collapsed_building_image0336,collapsed_building_image0336_0.png,test
collapsed_building_c0448,collapsed_building_image0336,collapsed_building_image0336_1.png,test
collapsed_building_c0448,collapsed_building_image0336,collapsed_building_image0336_2.png,test
collapsed_building_c0448,collapsed_building_image0336,collapsed_building_image0336_3.png,test
collapsed_building_c0448,collapsed_building_image0336,collapsed_building_image0336_4.png,test
collapsed_building_c0123,collapsed_building_image0337,collapsed_building_image0337_0.png,train
collapsed_building_c0123,collapsed_building_image0337,collapsed_building_image0337_1.png,train
collapsed_building_c0123,collapsed_building_image0337,collapsed_building_image0337_2.png,train
collapsed_building_c0123,collapsed_building_image0337,collapsed_building_image0337_3.png,train
collapsed_building_c0123,collapsed_building_image0337,collapsed_building_image0337_4.png,train
collapsed_building_c0348,collapsed_building_image0338,collapsed_building_image0338_0.png,val
collapsed_building_c0348,collapsed_building_image0338,collapsed_building_image0338_1.png,val
collapsed_building_c0348,collapsed_building_image0338,collapsed_building_image0338_2.png,val
collapsed_building_c0348,collapsed_building_image0338,collapsed_building_image0338_3.png,val
collapsed_building_c0348,collapsed_building_image0338,collapsed_building_image0338_4.png,val
collapsed_building_c0375,collapsed_building_image0339,collapsed_building_image0339_0.png,val
collapsed_building_c0375,collapsed_building_image0339,collapsed_building_image0339_1.png,val
collapsed_building_c0375,collapsed_building_image0339,collapsed_building_image0339_2.png,val
collapsed_building_c0375,collapsed_building_image0339,collapsed_building_image0339_3.png,val
collapsed_building_c0375,collapsed_building_image0339,collapsed_building_image0339_4.png,val
collapsed_building_c0082,collapsed_building_image0340,collapsed_building_image0340_0.png,train
collapsed_building_c0082,collapsed_building_image0340,collapsed_building_image0340_1.png,train
collapsed_building_c0082,collapsed_building_image0340,collapsed_building_image0340_2.png,train
collapsed_building_c0082,collapsed_building_image0340,collapsed_building_image0340_3.png,train
collapsed_building_c0082,collapsed_building_image0340,collapsed_building_image0340_4.png,train
collapsed_building_c0403,collapsed_building_image0341,collapsed_building_image0341_0.png,test
collapsed_building_c0403,collapsed_building_image0341,collapsed_building_image0341_1.png,test
collapsed_building_c0403,collapsed_building_image0341,collapsed_building_image0341_2.png,test
collapsed_building_c0403,collapsed_building_image0341,collapsed_building_image0341_3.png,test
collapsed_building_c0403,collapsed_building_image0341,collapsed_building_image0341_4.png,test
collapsed_building_c0172,collapsed_building_image0342,collapsed_building_image0342_0.png,train
collapsed_building_c0172,collapsed_building_image0342,collapsed_building_image0342_1.png,train
collapsed_building_c0172,collapsed_building_image0342,collapsed_building_image0342_2.png,train
collapsed_building_c0172,collapsed_building_image0342,collapsed_building_image0342_3.png,train
collapsed_building_c0172,collapsed_building_image0342,collapsed_building_image0342_4.png,train
collapsed_building_c0209,collapsed_building_image0343,collapsed_building_image0343_0.png,train
collapsed_building_c0209,collapsed_building_image0343,collapsed_building_image0343_1.png,train
collapsed_building_c0209,collapsed_building_image0343,collapsed_building_image0343_2.png,train
collapsed_building_c0209,collapsed_building_image0343,collapsed_building_image0343_3.png,train
collapsed_building_c0209,collapsed_building_image0343,collapsed_building_image0343_4.png,train
collapsed_building_c0197,collapsed_building_image0344,collapsed_building_image0344_0.png,train
collapsed_building_c0197,collapsed_building_image0344,collapsed_building_image0344_1.png,train
collapsed_building_c0197,collapsed_building_image0344,collapsed_building_image0344_2.png,train
collapsed_building_c0197,collapsed_building_image0344,collapsed_building_image0344_3.png,train
collapsed_building_c0197,collapsed_building_image0344,collapsed_building_image0344_4.png,train
collapsed_building_c0229,collapsed_building_image0345,collapsed_building_image0345_0.png,test
collapsed_building_c0229,collapsed_building_image0345,collapsed_building_image0345_1.png,test
collapsed_building_c0229,collapsed_building_image0345,collapsed_building_image0345_2.png,test
collapsed_building_c0229,collapsed_building_image0345,collapsed_building_image0345_3.png,test
collapsed_building_c0229,collapsed_building_image0345,collapsed_building_image0345_4.png,test
collapsed_building_c0290,collapsed_building_image0346,collapsed_building_image0346_0.png,train
collapsed_building_c0290,collapsed_building_image0346,collapsed_building_image0346_1.png,train
collapsed_building_c0290,collapsed_building_image0346,collapsed_building_image0346_2.png,train
collapsed_building_c0290,collapsed_building_image0346,collapsed_building_image0346_3.png,train
collapsed_building_c0290,collapsed_building_image0346,collapsed_building_image0346_4.png,train
collapsed_building_c0141,collapsed_building_image0347,collapsed_building_image0347_0.png,train
collapsed_building_c0141,collapsed_building_image0347,collapsed_building_image0347_1.png,train
collapsed_building_c0141,collapsed_building_image0347,collapsed_building_image0347_2.png,train
collapsed_building_c0141,collapsed_building_image0347,collapsed_building_image0347_3.png,train
collapsed_building_c0141,collapsed_building_image0347,collapsed_building_image0347_4.png,train
collapsed_building_c0316,collapsed_building_image0348,collapsed_building_image0348_0.png,test
collapsed_building_c0316,collapsed_building_image0348,collapsed_building_image0348_1.png,test
collapsed_building_c0316,collapsed_building_image0348,collapsed_building_image0348_2.png,test
collapsed_building_c0316,collapsed_building_image0348,collapsed_building_image0348_3.png,test
collapsed_building_c0316,collapsed_building_image0348,collapsed_building_image0348_4.png,test
collapsed_building_c0424,collapsed_building_image0349,collapsed_building_image0349_0.png,test
collapsed_building_c0424,collapsed_building_image0349,collapsed_building_image0349_1.png,test
collapsed_building_c0424,collapsed_building_image0349,collapsed_building_image0349_2.png,test
collapsed_building_c0424,collapsed_building_image0349,collapsed_building_image0349_3.png,test
collapsed_building_c0424,collapsed_building_image0349,collapsed_building_image0349_4.png,test
collapsed_building_c0199,collapsed_building_image0350,collapsed_building_image0350_0.png,train
collapsed_building_c0199,collapsed_building_image0350,collapsed_building_image0350_1.png,train
collapsed_building_c0199,collapsed_building_image0350,collapsed_building_image0350_2.png,train
collapsed_building_c0199,collapsed_building_image0350,collapsed_building_image0350_3.png,train
collapsed_building_c0199,collapsed_building_image0350,collapsed_building_image0350_4.png,train
collapsed_building_c0087,collapsed_building_image0351,collapsed_building_image0351_0.png,train
collapsed_building_c0087,collapsed_building_image0351,collapsed_building_image0351_1.png,train
collapsed_building_c0087,collapsed_building_image0351,collapsed_building_image0351_2.png,train
collapsed_building_c0087,collapsed_building_image0351,collapsed_building_image0351_3.png,train
collapsed_building_c0087,collapsed_building_image0351,collapsed_building_image0351_4.png,train
collapsed_building_c0101,collapsed_building_image0352,collapsed_building_image0352_0.png,train
collapsed_building_c0101,collapsed_building_image0352,collapsed_building_image0352_1.png,train
collapsed_building_c0101,collapsed_building_image0352,collapsed_building_image0352_2.png,train
collapsed_building_c0101,collapsed_building_image0352,collapsed_building_image0352_3.png,train
collapsed_building_c0101,collapsed_building_image0352,collapsed_building_image0352_4.png,train
collapsed_building_c0241,collapsed_building_image0353,collapsed_building_image0353_0.png,test
collapsed_building_c0241,collapsed_building_image0353,collapsed_building_image0353_1.png,test
collapsed_building_c0241,collapsed_building_image0353,collapsed_building_image0353_2.png,test
collapsed_building_c0241,collapsed_building_image0353,collapsed_building_image0353_3.png,test
collapsed_building_c0241,collapsed_building_image0353,collapsed_building_image0353_4.png,test
collapsed_building_c0334,collapsed_building_image0354,collapsed_building_image0354_0.png,test
collapsed_building_c0334,collapsed_building_image0354,collapsed_building_image0354_1.png,test
collapsed_building_c0334,collapsed_building_image0354,collapsed_building_image0354_2.png,test
collapsed_building_c0334,collapsed_building_image0354,collapsed_building_image0354_3.png,test
collapsed_building_c0334,collapsed_building_image0354,collapsed_building_image0354_4.png,test
collapsed_building_c0392,collapsed_building_image0355,collapsed_building_image0355_0.png,train
collapsed_building_c0392,collapsed_building_image0355,collapsed_building_image0355_1.png,train
collapsed_building_c0392,collapsed_building_image0355,collapsed_building_image0355_2.png,train
collapsed_building_c0392,collapsed_building_image0355,collapsed_building_image0355_3.png,train
collapsed_building_c0392,collapsed_building_image0355,collapsed_building_image0355_4.png,train
collapsed_building_c0468,collapsed_building_image0356,collapsed_building_image0356_0.png,val
collapsed_building_c0468,collapsed_building_image0356,collapsed_building_image0356_1.png,val
collapsed_building_c0468,collapsed_building_image0356,collapsed_building_image0356_2.png,val
collapsed_building_c0468,collapsed_building_image0356,collapsed_building_image0356_3.png,val
collapsed_building_c0468,collapsed_building_image0356,collapsed_building_image0356_4.png,val
collapsed_building_c0395,collapsed_building_image0357,collapsed_building_image0357_0.png,train
collapsed_building_c0395,collapsed_building_image0357,collapsed_building_image0357_1.png,train
collapsed_building_c0395,collapsed_building_image0357,collapsed_building_image0357_2.png,train
collapsed_building_c0395,collapsed_building_image0357,collapsed_building_image0357_3.png,train
collapsed_building_c0395,collapsed_building_image0357,collapsed_building_image0357_4.png,train
collapsed_building_c0486,collapsed_building_image0358,collapsed_building_image0358_0.png,val
collapsed_building_c0486,collapsed_building_image0358,collapsed_building_image0358_1.png,val
collapsed_building_c0486,collapsed_building_image0358,collapsed_building_image0358_2.png,val
collapsed_building_c0486,collapsed_building_image0358,collapsed_building_image0358_3.png,val
collapsed_building_c0486,collapsed_building_image0358,collapsed_building_image0358_4.png,val
collapsed_building_c0284,collapsed_building_image0359,collapsed_building_image0359_0.png,train
collapsed_building_c0284,collapsed_building_image0359,collapsed_building_image0359_1.png,train
collapsed_building_c0284,collapsed_building_image0359,collapsed_building_image0359_2.png,train
collapsed_building_c0284,collapsed_building_image0359,collapsed_building_image0359_3.png,train
collapsed_building_c0284,collapsed_building_image0359,collapsed_building_image0359_4.png,train
collapsed_building_c0416,collapsed_building_image0360,collapsed_building_image0360_0.png,train
collapsed_building_c0416,collapsed_building_image0360,collapsed_building_image0360_1.png,train
collapsed_building_c0416,collapsed_building_image0360,collapsed_building_image0360_2.png,train
collapsed_building_c0416,collapsed_building_image0360,collapsed_building_image0360_3.png,train
collapsed_building_c0416,collapsed_building_image0360,collapsed_building_image0360_4.png,train
collapsed_building_c0488,collapsed_building_image0361,collapsed_building_image0361_0.png,train
collapsed_building_c0488,collapsed_building_image0361,collapsed_building_image0361_1.png,train
collapsed_building_c0488,collapsed_building_image0361,collapsed_building_image0361_2.png,train
collapsed_building_c0488,collapsed_building_image0361,collapsed_building_image0361_3.png,train
